reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app,gemini_llm_topic,correct,human_labeled_topic,cause
c996549c-eea0-4d82-b262-ea6f0da33482,Victoria Moore,https://play-lh.googleusercontent.com/a/ACg8ocI3k_LcUAfS4gZ4m84WBz1IsB_P4X-rMoraXV_2dpYynU_fPA=mo,Why is it that I can't get into my account until I update the app again !!!!!! I'm closing this account today!,2,0,,2025-02-09 13:46:00,"Hello Victoria. We are constantly striving to implement new features and improve our services and this requires regular updates. If you are experiencing any difficulties you can reach out to us via live chat, and we will gladly assist you.",2025-02-09 14:11:09,,co.mona.android,Account Management,1,Reliability/Stability,Multiple topics
721c277c-78ec-4da2-a1a8-3a23b069d494,Rickie Mayberry,https://play-lh.googleusercontent.com/a-/ALV-UjWiQ6yh6VI3HZy6wEDMhf7TYeHziOKPiQXtPI2Aih0edgOyyR4M,very easy very fast love the app,5,0,3.205.10,2025-03-07 9:49:41,,,3.205.10,co.mona.android,Usability/UI/UX,1,Transaction Fees/Speed,
1c2089a1-a835-483e-9404-09cc7c8901b3,Happyson Phiri,https://play-lh.googleusercontent.com/a/ACg8ocLJJPuFbcYU69f46b4zrDarKCyM-k-V6Y7bdbThraVw-p_9Xw=mo,"Dear Binance Team, I'm writing to request assistance with a issue I encountered while trying to deposit USDT (TRC20) from my external wallet to Binance. Unfortunately, Binance provided me with an incorrect wallet address, and upon re-checking, I received another incorrect address. In total, I've been given more than three different incorrect addresses. I kindly request that you refund my money as soon as possible. It's not my fault.",2,0,2.84.5,2025-02-01 6:19:43,"Hi. ""Incorrect Deposits of Crypto Assets: How to Retrieve Your Funds"" can be found here:https://www.binance.com/en/blog/security/incorrect-deposits-of-crypto-assets-how-to-retrieve-your-funds-2581603470758819561 You may connect with our support team via live chat ➡️ https://binance.com/en/chat/ -SA
",2025-02-01 10:30:57,2.84.5,com.binance.dev,Customer Support,1,,
661a9077-a218-4055-9ce0-98647c5349b7,Raul Allen,https://play-lh.googleusercontent.com/a-/ALV-UjU3nOg208D4rlCeGyvY8slI6UaRR11phT_x5jcNrZbXX8fxaRDAcw,Not a good experience for me. Within weeks of openin an account and having my ID verification I made 1 transaction. I was getting ready to make another when system asked me for another ID verification which i though was weird because I had already given one. After rentering my info the system locked me out saying it needed an ID verification. After numerous attempts to get this resolved through their crazy customer service system I've surrendered. The problem was resolved after a waiting period.,2,5,3.201.20,2025-01-02 13:25:48,"Hello Raul. We will gladly look into the status of your account and offer assistance. To do so, please get back to us via in-app or web chat, so we can help. Thank you!",2024-04-08 0:26:49,3.201.20,co.mona.android,Customer Support,1,Verification/KYC/AML Processes,Multiple topics
f6c60199-01c2-4c72-a08c-fa1db954fec3,Anand kumar,https://play-lh.googleusercontent.com/a-/ALV-UjV1X6HiVdap7cFsJBQH2g2Ind_g53-dl02T2RVlMi44EG8Ztb4,For not listing pi .I need on your exchange.,1,0,2.97.1,2025-03-15 2:25:39,,,2.97.1,com.binance.dev,Features/Functionality,1,,
adbebbf9-e61a-4be1-93ac-52d5db54f587,Marc Holladay,https://play-lh.googleusercontent.com/a-/ALV-UjUGQvW1b8xljZxWniktfL_8bzETNjJJZPkiByKPjQtVUZceKw0Y,amazing platform very easy to use and navigate thank you...,5,0,3.205.10,2025-03-05 14:42:17,,,3.205.10,co.mona.android,Usability/UI/UX,1,,
4c9de841-fd5f-4015-b6c4-6f5d636f21e4,Mayo 2005,https://play-lh.googleusercontent.com/a/ACg8ocLQfZr9j_0ZLRDveFgi6YyKt50PNH0U5WvRDN2-QdILgdnmcw=mo,"I have never tried it,and start know more about it",5,0,,2025-03-13 14:39:05,,,,co.mona.android,Educational Resources/Onboarding,0,Generic Feedbac,Multiple topics
c2180d67-e2a3-407d-ac68-a5c2d6bc1324,MD KHAYRUL ISLAM,https://play-lh.googleusercontent.com/a-/ALV-UjU7GWpYTSARyb-hFenRCSRl9uxLEBsceRf4xkEwRZwzP59vznNB,"Very bad customer service,,,, this is not expected from them.Bitget offers very good customer service.",1,1,4.57.0,2025-02-03 20:04:51,"We value your feedback and would like to learn more about your experience, share it to us here https://www.bybit.com/en/user-feedback. We are available 247, reach out to us at your convenience so we can better understand your concerns. -AS",2025-02-04 15:44:36,4.57.0,com.bybit.app,Customer Support,1,,
c1a99fec-57e5-4d8c-8ee2-5b35f3732ffb,Andrew Mc Dwyer,https://play-lh.googleusercontent.com/a-/ALV-UjVJmytBbIjsaFsOYXiT8-lygqJaOd0LI65d2sGrRe3g4-IrvvH-,"I love the app but theres an insane amount of notifications, close to 15 a day despite turning off push notifications on most categories. All about bitcoin which I have no stake in.",3,0,3.205.10,2025-03-14 7:43:57,,,3.205.10,co.mona.android,Usability/UI/UX,1,,
2717ffcb-155b-42a7-a3a0-aec49c28ae1c,Marian Vanghelie,https://play-lh.googleusercontent.com/a-/ALV-UjWOi9mAAn4lq-5SKTicv3A1tGCVRKvn0Hfs4qO1je3wrhcoTG9f,"I used crypto com for past few years. The app worked fine but now, I can't type in the pin code to open the app, probably a bug, but it's extremely inconvenient as it can happen when you want to do a transaction. Now I'm locked out of my account and I can't log in. Edit: I had an app allowed to run over other apps and probably was detected by crypto com and I couldn't type the pin because of security protection. It is actually a smart way to protect customers but advise them why it's happening",1,13,3.205.0,2025-02-23 17:51:16,Hello there. Please reach out to us via Live chat. We would like to take a look into your login difficulty and advise further. Thank you.,2025-02-23 17:33:26,3.205.0,co.mona.android,Usability/UI/UX,1,,
e7f666de-60d4-460b-8321-77ae9c213189,Bobby kgn,https://play-lh.googleusercontent.com/a-/ALV-UjVwxJM_9T7plPEle8VWc_UmQPdRqeQyBa8SVl_tdkzeTIe3Zr8,Why is the P2P section not working again. Can't trade on the P2P section.,2,0,4.53.1,2024-11-23 19:32:59,We're sorry for the inconvenience. Please share more details with our support team https://www.bybit.com/en/help-center/s/webform so we can work towards a resolution together. - EL,2024-11-24 7:03:34,4.53.1,com.bybit.app,Reliability/Stability,1,,
26b998c8-7932-4c56-8b4c-832b99a95f3e,Ali aheer324,https://play-lh.googleusercontent.com/a/ACg8ocIlnRm_Ot3_sDQ7xaKshm3TCe-BPtm5XRPSPza5142o7qcNYw=mo,"This policy of the Binance team is very wrong. If the merchantp2p receives the payment through a third party, it is fine. But if the buyer receives the payment through a third party, they do not pay for it.",2,0,,2025-02-28 5:17:03,"Hi Ali, we're here to help! It looks like you're referring to third-party payments in P2P transactions. For security and compliance reasons, buyers should always make payments from their own verified accounts. If you're experiencing any issues with a transaction, contact us at binance.com/en/chat with the order ID for further assistance. - FL",2025-02-28 5:57:44,,com.binance.dev,Customer Support,0,Policies/Rules,"I think the ""Binance team"" is what caused the ""Customer Support"" tag."
02438c31-2a35-420b-94a6-13264f275a07,Dabby Preshy,https://play-lh.googleusercontent.com/a/ACg8ocLV914ngF6opCdGpUGovyoPGovAwE6-i9LZToJmeELZ09xuWQ=mo,"Why can't I verify my bybit account, I input correct BVN, then face capturing still I can't be verified. Immediately I capture my face it will be declined, it's so frustrating. Please you can do your reviews without automated bot.",1,1,4.57.0,2025-02-02 13:33:54,"We value your feedback. To assist you further, please contact us https://www.bybit.com/en/help-center/s/webform directly. We're here to ensure your satisfaction. -AS",2025-02-02 22:39:07,4.57.0,com.bybit.app,Verification/KYC/AML Processes,1,,
a3c5cd8f-5e3a-4d73-826e-c9457cbc4b66,Bogdan SOLOMENCO,https://play-lh.googleusercontent.com/a-/ALV-UjXxXjikjRJhi459Dd321OOR1GCwJQJ99Y2Z0wXEee5HHJUV8T907g,"This financial ""world's premiere"" app can export transaction history only as CSV... and in my case even that one is EMPTY! If you need the equivalent of a bank statement... bad luck! The only thing you'll get is that CSV and the suggestion from the ""support specialists"" to ""use an app to convert CSV to PDF""... then close the chat in my face repeatedly! Judge by yourselves but from my point of view even one star is too much!",1,3,3.205.10,2025-03-01 11:16:21,"Hello, Bogdan! We would be glad to look into the issues you are having when exporting your transaction history from the app and provide assistance, as well as address any other inquiries you might have. To do so, please get back to us via live chat. Thank you!",2025-03-01 11:50:30,3.205.10,co.mona.android,Account Management,1,Cusomter Support or Features/Functionality,Multiple topics
c05ec685-4ab1-4571-b229-5137eaa57f16,Maya Ferguson,https://play-lh.googleusercontent.com/a/ACg8ocKKvv0v1cMxwm9hgbQdpcYatha7u8b0KRZGYYbn-MfxTMY-6w=mo,"Horrible. When u buy the price is 20 cents higher, when u sell it's 15 cents lower. No fees? All hidden fees! They're scammers! They said the price is lower when u sell due to lack of liquidity! Always an issue, now I can't withdraw to my bank and they're telling me to update the app, sign out and sign in instead of actually doing their job and seeing what the issue it to fix it. The customer service guy I'm talking to for one hour about withdrawal issue is confused and lazy.",1,0,3.205.10,2025-03-13 17:50:11,"Hello Maya! Please feel free to get back to us via live chat, so our team can take a further look into the difficulties you have experienced when initiating a cash withdrawal and assist you accordingly. Thank you.",2025-03-13 17:47:07,3.205.10,co.mona.android,Transaction Fees/Speed,1,,
86fb3186-8985-40c7-a4d9-ec95c6728468,Abbas Abbaskhan,https://play-lh.googleusercontent.com/a-/ALV-UjVCdoup17k18FPNssZ8eqvH9WW70-LCxt-32AzIvuGmFY96EoJh,Sar y don't send my usdt my friend account 🤏,2,0,2.95.3,2025-02-18 3:36:22,"Hi Abbas, to be able to check and inform you with your transaction, kindly join our live chat at www.binance.com/en/chat (App: Click headphone symbol on dashboard) and follow these steps: Click ""Get Support"" > Select your relevant topic by clicking the “+” icon or typing your issue > Unresolved > Not Relevant > Yes, transfer to customer service.^KO",2025-02-18 6:56:40,2.95.3,com.binance.dev,Transaction Fees/Speed,0,Generic feedback,Poor written english.
bb134187-5096-40cf-a609-accbb948f7ca,Sufyan trader,https://play-lh.googleusercontent.com/a/ACg8ocIVOSYxj-YsQMn7mGkAtjosd9pZiSYx2NHGcqnCGDzDhxReUA=mo,They dont give me my account,1,0,,2025-03-13 12:30:58,"Hello Sufyan! We are here to help you out. Could you please share further details regarding your problem? So that we can help you accordingly. You can use this link to contact our support team via live chat http://binance.com/en/chat. If you already did, please share your case ID with us. Thank you. ^AE",2025-03-13 12:50:31,,com.binance.dev,Account Management,1,,
d33b1582-4a14-405c-a12d-52384e491aee,stewart,https://play-lh.googleusercontent.com/a/ACg8ocJDyDvk47Br8ouAPWHRoI2VCxJguKAb2499zx8cohUW0RMTIg=mo,"The positive: You can link your bank account so it makes depositing USD into your account very quickly. Has a wide variety of funds available. The negative: HEFTY FEES when you withdraw/transfer to another exchange/cold wallet. On a $100 initial purchase, I only ended up with $65 worth. That's about a 35% loss! Ouch! 🤔😒",2,107,3.203.0,2025-01-23 14:41:05,,,3.203.0,co.mona.android,Transaction Fees/Speed,1,,
4a53a7ed-4d9c-420c-916b-bcccd39c87da,Tom Roger,https://play-lh.googleusercontent.com/a/ACg8ocIGeQeCL3D75oIxFwNt71pwT8JegbMgnRCRM1wdgGyUhsCP=mo,"Crypto. Com is scam app my $170 k is stuck from last 1 year, they are not letting me withdraw the funds, please don't use this app it's 200 percent scam Customer representative are sending same message after chat,",1,0,3.205.10,2025-03-06 14:34:59,Hi Tom. We'd be glad to take a closer look at the matter and assist with any difficulties you are experiencing with withdrawing on the Crypto.com App. Please contact us via live chat for further help. Thank you!,2025-03-06 16:17:26,3.205.10,co.mona.android,Account Management,1,,
3869ace5-5300-418f-99db-129dc596185d,Chris Brown,https://play-lh.googleusercontent.com/a-/ALV-UjUGOLLuxOAGEn4mzVGm30C2jho9iQAAcsJQkuFrlSxQQTqgDXu7,I learned what a meme coin is. And also learned that striking it rich with crypto is in the past. Unless you have 10s of thousands to start with.,2,0,3.204.10,2025-02-22 4:34:14,,,3.204.10,co.mona.android,Educational Resources/Onboarding,0,Generic feedback,Multiple topics
d8ca9c28-7907-4a86-b5d9-e4c31705cd3f,Rafael Martinez,https://play-lh.googleusercontent.com/a-/ALV-UjU1yM5S55FFlVlWNiQoHs9on8yyGH6pcJwSN2y0ElVF8FqV8V2h,Horrible for limit buy orders and probably sell limits. Price reached my limit buy and was there for 30 minutes on the chart and was not filled. When I asked about this they said it could be due to market liquidity. Kraken is the best at filling orders from my experience,1,3,3.205.0,2025-02-22 18:24:34,,,3.205.0,co.mona.android,Reliability/Stability,1,,
da41c678-bad2-4619-991c-a91b58a8f220,Enomfon Daniel,https://play-lh.googleusercontent.com/a/ACg8ocLpTshVVkTk_Kmmmf-xB4IfoR19ki_Pny-E6U88Urf792RzmQ=mo,nice app seamless transactions,2,0,2.91.10,2025-01-22 4:45:41,"Hello! Thank you for considering Binance as nice! We're delighted to hear such positive feedback. If you've enjoyed your experience with us, could you please consider leaving a higher rating? Your support means a lot to us, and we're always here to assist you with any questions http://www.binance.com/en/chat /BC",2025-01-22 5:12:22,2.91.10,com.binance.dev,Transaction Fees/Speed,1,,
20137520-e618-4725-ab4b-f6b09f4b9079,Anna Frolova,https://play-lh.googleusercontent.com/a/ACg8ocIy1i12uivW0KhYZVZjzGo3QLPdFALMIbnY3jJn7PV01dtDyg=mo,The worst support team I've ever seen,1,0,,2025-02-22 15:42:21,,,,com.bybit.app,Customer Support,1,,
2ded85e8-a0b7-4deb-82dc-e7b020724063,Santhosh Nodu,https://play-lh.googleusercontent.com/a-/ALV-UjU1lx6a1_S5PWYZ52pqe8VftxYwH1mA18Fu5HRs9Y9tVKfo7VMe,"Hi guys, in the name of constantly fine tuning the App, keep creating silly bugs, makes us frustrated with using it. Please test the app for basic functions before releasing a new version. App stability and reliability is important however basic it appears 🙏 BTW, your CS on live chat also seems to have no clue, as what is happening with us, the hapless users! Kaizen - continuous improvement is necessary but not at the expense of screwing up an already working App function! Do you QA b4 release?",2,80,3.200.0,2024-12-07 8:18:50,"Hello Santhosh! Our team would be glad to look into the performance difficulties encountered on our platform, as well as address any pending inquiries you may have. We invite you to get back to us via live chat so we can offer further assistance. Thank you.",2024-12-07 8:41:18,3.200.0,co.mona.android,Reliability/Stability,1,Customer Support,Multiple topics
b339329f-58a6-4684-9474-4c915a73f05c,Tech Stuff,https://play-lh.googleusercontent.com/a/ACg8ocKZQP86hvNc91-WnmuMhGKO-SapnP01lHDu7ZiD67bIfB9s2A=mo,"Quality has plummeted, ever since kris took over it has been non stop back stabbing of customers. Today he's announced he's tanking again the price after a pretend vote (he controls 80%) and is telling people against it ""just sell"" I'd love to sell kris, but you intentionally made the coin worthless to steal money for shareholders. See you next tuesdays.",1,0,3.205.10,2025-03-05 8:35:43,,,3.205.10,co.mona.android,Reliability/Stability,1,,
81c4feec-97db-4052-a0ba-c9bb3c84b077,Berihu tuum Ghebru,https://play-lh.googleusercontent.com/a-/ALV-UjWpeBT63Y-rfiW-KZcAjGQNHDw5FFwnhy5Kl-LoifijHPb-WwLy,11% fee to sell is to much otherwise everything is ok with the transfer,4,1,3.205.10,2025-03-05 12:17:49,,,3.205.10,co.mona.android,Transaction Fees/Speed,1,,
65f4e848-874e-49d5-ae36-7c5ddba2bd8e,Ronald Markus,https://play-lh.googleusercontent.com/a-/ALV-UjWWUbp_qwS6IESzVShutglLNdJ339lnfEx6c9rMuS0waJ_YuD-_xg,"I am not ok providing bio metrics, I greatly appreciate the security but this has never been necessary.",2,0,,2024-12-27 14:58:27,,,,co.mona.android,Verification/KYC/AML Processes,1,,
8c8d678f-feb2-4ec9-824a-692bffdb24eb,john bear,https://play-lh.googleusercontent.com/a-/ALV-UjV1qQ2XrHZjAPYi5FefBLHrSUcumx4ts6VgWVBO6Q_zhlyznWly,ITS A SCAM! They hide a way to get your money out. It's a whole process just to sell your crypto. Anytime I buy crypto it falls even when I wait hours looking at it drop every 5 mins. I've basically lost all of it because I can't get the rest out. Never again. EDIT: I got ahold of support and it's done nothing. There's no withdraw button and why do I have to link a bank account to get money back when they can take it ight off my debit card????,1,4,3.205.10,2025-03-01 14:34:57,"Hello, John. We would gladly advise you on the available withdrawal options on our platform. To do so, please reach out to us via live chat. Thank you!",2025-03-01 14:26:42,3.205.10,co.mona.android,Account Management,1,Customer Support,Multiple topics
2ea55d9f-0b8d-428a-86a0-b2a9202eafbc,Jhon Paulo O.,https://play-lh.googleusercontent.com/a-/ALV-UjXbw_5CQUsjkVOMGpqsWXYnp_XjnIb7TKW8Cvv7yBkgqssYC1g,"Binance is already a titan in crypto trading, but imagine the next evolution—a built-in broker feature like IQ Option. A seamless fusion of binary options, forex, and CFDs within Binance would redefine trading. The future isn’t waiting. Elevate the game, expand possibilities, and let Binance lead the revolution. It’s time to shape the market, not just follow it [I’ll rate it 5 once I get a response. Also, don’t forget—Binance needs a broker feature!!!!!!!!!]",5,0,2.96.2,2025-03-15 3:00:07,"Hi Jhon, our goal is to provide you with the best possible experience. If there is an issue or concern that influenced your rating, we'd highly appreciate knowing more about it so we can enhance your experience and get more ⭐ from you: binance.com/en/my/user-support/feedback/entry Contact us at binance.com/en/chat if you need more support - CN",2025-03-15 2:23:26,2.96.2,com.binance.dev,Features/Functionality,1,,
f1149461-67ef-40bd-9bd9-4e86cd7c2359,Rayan Akhatou,https://play-lh.googleusercontent.com/a/ACg8ocLOTpqx_l7HdfEgblG0gcB1tPH-17PdGrVXe3fOwNVanKDrfA=mo,No évents ??,1,0,4.58.0,2025-02-05 10:14:19,We're sorry for the inconvenience. Please share more details with our support team https://www.bybit.com/en/help-center/s/webform so we can work towards a resolution together. -AS,2025-02-05 15:35:15,4.58.0,com.bybit.app,Reliability/Stability,0,Generic feedback,
702178f8-f360-4ac8-95c2-ee335e25cb63,Alexandru Enuta,https://play-lh.googleusercontent.com/a/ACg8ocKKIxyAG28LtB8giZ_StTldWA5jd7zmS0fz2cFMPvNNkonZkA=mo,"Very disappointed with the amount off fees to transfer on the BTC network, when do we get the lightning network optionality???",2,0,,2025-01-04 14:24:49,,,,co.mona.android,Transaction Fees/Speed,1,,
a24a91d1-ab96-47c3-8d27-20c4e8a1c92c,jose pera,https://play-lh.googleusercontent.com/a/ACg8ocIiWjl2ZONO0ANy25LMkbaVRdWbMum0Djenl_fYGfh_3EK3og=mo,Customer support needs some improvement,4,0,3.182.10,2025-03-08 17:01:45,,,3.182.10,co.mona.android,Customer Support,1,,
d1a1ba8b-bf16-4f86-a80e-a67121c62095,farrukh qureshi,https://play-lh.googleusercontent.com/a-/ALV-UjXRaArt6r9rBZ1RxA4lsYjTvBO510uOyYjOHd160unJCzaI7oM,"Binance has listed many waste coins on its exchange. But in the whole world which right now Pi coin The most famous and comes at number 11 in the world, it did not listed Because of this, no longer to work on the binance exchange . In our eyes, Binance pi coin Is incomplete without",1,2,2.96.2,2025-03-11 5:24:18,,,2.96.2,com.binance.dev,Features/Functionality,1,,
60599dc4-6cc9-4b37-a4c5-046e2cdd41e9,Kody Catania,https://play-lh.googleusercontent.com/a/ACg8ocIEl-ifbEUQ0l5VzgBS3pO4Hdhu-oDwxOjPfWgNIqVAp_CsRw=mo,Insanely high fees... over 20 percent between buying and selling,1,0,3.205.10,2025-03-02 21:35:14,,,3.205.10,co.mona.android,Transaction Fees/Speed,1,,
7030f576-f61f-4bcf-8fba-c8ab92e6c68b,Nathan Neal,https://play-lh.googleusercontent.com/a-/ALV-UjWtl_txaw89CmSwd9UD04Va-nRn4Q6R6J0ZD10QwYq-v0rei-3-OQ,"Avoid! Bought $500 in crypto using the ""instant funding""(cheaper option fee wise {everything from ""technology"" to debit card transactions}). Payment cleared the bank, went to move crypto off the exchange. Denied. It'll take from the 6th to the 17th for the payment to ""settle"" and I ""just need to wait"". Btw, date of deposit is ""day 0"" of the ""few days"" countdown. Contradictory support and so rude. I'm sure they'll respond professionally here... I'll post screenshots after they do.",1,1,3.205.10,2025-03-07 23:41:39,,,3.205.10,co.mona.android,Transaction Fees/Speed,1,Customer Support,Multiple topics
5bc0f2bb-bd13-4d6d-a043-3af61d858118,Faruq Jimoh,https://play-lh.googleusercontent.com/a-/ALV-UjX-aLpFEHFi2p1_3M2YTVHU462VvEyooQD9zaacZI1oNkqpYXlm,"I'm updating my app, till reach 85%, network has to restart, and you guys start from the scratch, what a rubbish play store",2,0,4.50.1,2024-11-14 15:39:53,We're committed to improving your experience. Please reach out to us https://www.bybit.com/en/help-center/s/webform with specific details so we can address any issues promptly. -AS,2024-11-14 18:41:36,4.50.1,com.bybit.app,Reliability/Stability,1,,
7f576c1b-f611-4c51-b050-9ccf0c34d4ea,Justin D,https://play-lh.googleusercontent.com/a/ACg8ocId15GwJKBGhhI7Crtc-kQdKw_eV-ad-MYjl-NKsXXJhWUFXZo=mo,"Update: I don't need a lesson because I know how to get to it after hitting 500 buttons. But how is a person new to your app supposed to know how to search for a coin or stock? EVERY SITE ON EARTH HAS A SEARCH SYMBOI!m gonna 1 star this until they add a search symbol on the UI. Their main interface on the app doesn't have a search button. People do what on an app? Search coins, search stocks. You guys literally have no search for crypto. It's so dumb . Whoever did the interface needs to be fired",1,2,3.205.10,2025-03-05 23:53:10,"Hello, Justin! We'd be happy to provide more information about the search functions in the Crypto.com App and guide you through their use. Please feel free to reach out to us via live chat for further assistance. Thank you!",2025-03-05 22:40:21,3.205.10,co.mona.android,Usability/UI/UX,1,,
60d87abd-1206-4f57-aed6-80c1f4a3ce4c,ch. faysal waince,https://play-lh.googleusercontent.com/a-/ALV-UjUiu7DmHk9KUPpHabG2NVoG0-YzjOFJ1oTehrQtsnMDlPpCbZI,List Pi coin because it's a community coin with eco system,1,0,2.97.1,2025-03-15 3:29:43,,,2.97.1,com.binance.dev,Features/Functionality,1,,
07d96d3f-0f15-4483-bb18-c745068e330a,DIOR PMA,https://play-lh.googleusercontent.com/a/ACg8ocLhmop6Njt6L0FoU-UtJIb0T1c2-tNcEbQVlPYtbMZJ8naWFg=mo,Doesn't work in all countries,2,0,,2025-03-03 19:05:47,,,,co.mona.android,Reliability/Stability,1,,
1892e1d3-4e19-442f-b551-1a9aa9a4f71b,Pawel Sid,https://play-lh.googleusercontent.com/a-/ALV-UjWIr0LvKuVMGhAFlZ3IwY1J3vuNJnlM1qvZwgiKMgqgOF6_wzK8,"Updates, too many updates, for what?. Annying",2,0,3.202.21,2025-01-11 7:02:13,"Hello, Pawel. We release the updates to improve different aspects of our platform and incorporate new features. If you need any assistance with our products and services, please get in touch with us via live chat. Thank you!",2025-01-11 7:35:21,3.202.21,co.mona.android,Reliability/Stability,1,,
498d6b06-c149-458a-8089-3ce9c2c91505,John Herald,https://play-lh.googleusercontent.com/a-/ALV-UjUgUEdbHOcQalsJTP0VfIw3X7sE5trBOffpVMJsRqfLqyB0LHDi,The fees ! Are so much. Fees On .001 to external wallet is . 0004 that's like 30 bucks for moving 100$. What a joke,1,0,3.205.10,2025-03-02 18:53:46,,,3.205.10,co.mona.android,Transaction Fees/Speed,1,,
0ac63b38-8074-4a5e-8682-fa7510e104dc,goh kenny,https://play-lh.googleusercontent.com/a/ACg8ocIWsV9xb1qQGHOm_eg8AwidyXkV0fM_QIGcCaT2s3XAmS7zVg=mo,Terrible Apps! As commented as other user~ Terrible customer support Terrible cost pricing versus graph,1,2,3.204.0,2025-02-20 11:14:15,,,3.204.0,co.mona.android,Customer Support,1,,
843ab51c-3ee0-4489-a07f-86bd4b4c73bc,Kedir Jibril,https://play-lh.googleusercontent.com/a/ACg8ocLQ2avbUhVhXu2rWGq2vF4v09yFFjnjo87XJZqybuGRH7bZeg=mo,P2P transactions are full of scammers. Five out of ten transactions are fraudulent and they are causing us to lose money by claiming that we paid without paying.,2,0,4.58.0,2025-02-05 0:55:15,,,4.58.0,com.bybit.app,Reliability/Stability,1,Fraud,
db4092a2-f8ad-4446-ac42-c48d25805cdd,Segundo “Tito” Teran,https://play-lh.googleusercontent.com/a-/ALV-UjW9X4hqJz29vb5gzICfIvjuOSpIbmdrmHxTJXJYVn_Mh6VznR24Tw,Updated: Now I really love the exchange but I don't like the web3 wallet I put 5 USDT AND I CAN'T do Swaps or bridge or transfer without eth! It should allow converting like the exchange!!!,2,80,2.96.2,2025-02-22 6:59:52,"Hello! Please note that you can always check the minimum deposit amount on the deposit address page or here https://www.binance.com/en/fee/cryptoFee. We do our best to help users to avoid any type of loss, and in some cases, is not possible for us to retrieve. If you need help or have more questions, please reach us www.binance.com/en/chat. -NR",2024-03-30 22:15:10,2.96.2,com.binance.dev,Wallet Security/Integration,1,Features/Functionality,Multiple topics
7f10d60a-cb7f-4828-b45a-5029b517ca13,Gabriel Botteselle,https://play-lh.googleusercontent.com/a/ACg8ocI3CxvFBfRENHcfVI4pmWd_cP80jg_wiJaaSBhOo5nMvNn_Iw=mo,High fees and spread.,1,1,3.201.0,2025-03-06 22:54:26,,,3.201.0,co.mona.android,Transaction Fees/Speed,1,,
d025d8f8-c97c-4571-964f-585230cd106c,Roy Nash,https://play-lh.googleusercontent.com/a-/ALV-UjU5XM_2zOibNAps7kWZkpjtd1nrqUvPO8I2GgGG-yd3WZKGoCA,This app freezes up way too much. Not good especially when in the middle of a trade. Planning to pull my account and go somewhere else.,2,0,3.205.10,2025-03-14 17:06:22,"Hello, Roy! We would gladly look into the performance issues you are facing and provide assistance. To do so, please reach out to us via live chat. Thank you.",2025-03-14 17:18:59,3.205.10,co.mona.android,Reliability/Stability,1,,
21dc5787-79d0-474e-922c-75d987cfb52e,Olekanma Innocent,https://play-lh.googleusercontent.com/a-/ALV-UjVpLWoSJmAmHBTDNKHWuCmr-oeqoMpYLMgGUjMEidPLYcPsNDk,The app and it's potential it's amazing but neglecting Africa (Nigerians) in most of your free games and winning aren't given.... please include our region in your winnings.,5,0,,2025-03-14 19:35:49,,,,com.binance.dev,Features/Functionality,1,,
1978b0f8-f1f1-45ab-a333-f3a699613222,PABLO XCOBAR,https://play-lh.googleusercontent.com/a/ACg8ocL_CwPeXAOnnVY2WcwbbT5o_MV4glZN3E7ps3Fy8y4vSKLntA=mo,"This application has a poor system, as my account was immediately suspended when my card was linked, and it was not answered again. If my request is resumed, please be careful. The application is a fraud. If you deposit any money in it, you will lose it.",1,0,,2025-02-07 6:04:13,"We're sorry to hear that you're facing difficulties. Our team is here to help you resolve any issues you're experiencing. Please contact our support team directly at https://www.bybit.com/en/help-center/s/webform, and we'll do our best to assist you promptly. -AS",2025-02-09 15:05:32,,com.bybit.app,Account Management,1,,
18be8d39-8f7b-4ab0-a9b4-6b9f85e9ad96,Ruth Massa,https://play-lh.googleusercontent.com/a/ACg8ocKikmuUq1OMBPjOWe-NsC-6Rbg66Ej0uU-sAq-JQrknHtcxzw=mo,Was loving it untill they locked me out of buying crypto one month in. And will not tell me how to fix it. Who can invest like this.,2,0,3.204.10,2025-02-14 2:47:55,,,3.204.10,co.mona.android,Customer Support,1,,
f1a91a5b-f9e2-4dfa-b3f0-f1b626cbcba0,nazia kakepoto,https://play-lh.googleusercontent.com/a-/ALV-UjXnKCPusbCDrs7cD4DCnASObg8pTujj-orCjHkuMQhg_msNcbd3,I don't find this application useful because when I buy a coin on a certain price n then sell when the price rises but when I buy same coin on differrent price binance always shows previous price of purchasing the coin not the current one this way I cant calculate my loss or profit also when I have purchased a coin day before but its price declines much more later on next day when it starts rising binance starts showing the profit while I am still at too much loss,2,36,2.94.6,2025-01-19 23:51:35,"Hi. Please clarify if you are referring to buying and selling coins on the spot trading market. You can check the history of trades there at https://www.binance.com/en/my/orders/exchange/tradeorder, where it will also show the price at which the coins were purchased or sold. For any inquiries, please reach us at https://binance.com/en/chat. - HN",2025-01-20 0:05:09,2.94.6,com.binance.dev,Usability/UI/UX,1,,
